order_line_id,order_id,customer_id,product_id,order_date,quantity,unit_price
1314,661,634,78,2023-12-18,4,405.39
1315,661,634,195,2023-12-18,2,215.96
1316,661,634,137,2023-12-18,2,478.01
1317,662,131,108,2023-07-16,5,478.30
1318,663,259,195,2025-06-17,5,215.96
1319,663,259,89,2025-06-17,3,245.02
1320,663,259,115,2025-06-17,1,262.37
1321,664,70,108,2024-05-09,5,478.30
1322,664,70,129,2024-05-09,1,130.39
1323,665,614,179,2023-10-08,2,205.72
1324,666,47,16,2024-08-02,2,411.89
1325,666,47,190,2024-08-02,4,230.80
1326,667,702,132,2024-06-29,1,385.82
1327,667,702,43,2024-06-29,4,420.77
1328,668,394,200,2024-07-29,4,140.57
1329,668,394,103,2024-07-29,5,267.56
1330,668,394,70,2024-07-29,2,289.10
1331,669,4,147,2023-06-13,2,389.72
1332,670,714,132,2023-01-10,4,385.82
1333,670,714,129,2023-01-10,5,130.39
1334,670,714,67,2023-01-10,3,308.44
1335,671,304,69,2024-12-26,5,237.08
1336,672,176,12,2023-08-18,5,90.67
1337,673,299,164,2023-02-10,2,325.65
1338,674,950,70,2023-05-17,1,289.10
1339,674,950,165,2023-05-17,2,279.46
1340,675,548,1,2023-04-29,3,205.80
1341,676,620,84,2024-01-13,1,12.02
1342,676,620,181,2024-01-13,5,470.33
1343,676,620,68,2024-01-13,2,269.83
1344,677,920,76,2024-09-18,3,291.17
1345,677,920,15,2024-09-18,1,166.05
1346,678,225,72,2025-01-18,2,148.15
1347,678,225,66,2025-01-18,1,343.61
1348,679,674,200,2025-06-07,5,140.57
1349,679,674,28,2025-06-07,4,459.65
1350,679,674,168,2025-06-07,3,317.15
1351,680,650,142,2024-09-10,2,76.21
1352,680,650,114,2024-09-10,2,368.48
1353,680,650,84,2024-09-10,3,12.02
1354,681,596,193,2024-10-06,4,61.51
1355,682,457,187,2023-08-26,4,125.12
1356,683,152,24,2024-05-05,4,229.21
1357,683,152,47,2024-05-05,4,362.05
1358,684,836,46,2025-06-02,2,325.94
1359,685,503,47,2025-01-16,3,362.05
1360,685,503,6,2025-01-16,3,276.22
1361,685,503,42,2025-01-16,2,279.92
1362,686,704,49,2024-09-14,1,46.90
1363,686,704,37,2024-09-14,1,218.69
1364,687,252,166,2024-04-10,4,332.05
1365,687,252,26,2024-04-10,5,101.84
1366,688,745,4,2025-02-07,5,203.39
1367,689,387,6,2024-01-29,1,276.22
1368,690,782,165,2025-04-30,1,279.46
1369,691,255,22,2025-02-27,3,444.18
1370,692,962,154,2024-10-04,1,241.67
1371,693,981,28,2025-03-21,5,459.65
1372,694,838,182,2023-12-13,1,371.81
1373,694,838,52,2023-12-13,2,257.15
1374,694,838,123,2023-12-13,5,33.15
1375,695,836,79,2023-06-17,3,146.96
1376,695,836,123,2023-06-17,2,33.15
1377,696,58,178,2024-07-10,3,172.16
1378,697,557,6,2023-05-07,1,276.22
1379,697,557,27,2023-05-07,5,153.36
1380,697,557,76,2023-05-07,1,291.17
1381,698,908,107,2025-05-06,2,53.19
1382,698,908,1,2025-05-06,2,205.80
1383,698,908,7,2025-05-06,2,194.98
1384,699,395,91,2023-05-31,3,483.83
1385,699,395,58,2023-05-31,4,21.55
1386,700,906,29,2025-01-02,4,360.30
1387,700,906,44,2025-01-02,1,147.78
1388,700,906,58,2025-01-02,1,21.55
1389,701,366,158,2023-03-20,3,64.99
1390,701,366,31,2023-03-20,3,307.68
1391,702,918,155,2023-02-14,2,422.79
1392,703,439,86,2024-06-27,5,331.27
1393,704,696,39,2024-03-11,3,205.98
1394,705,838,90,2023-10-21,1,174.70
1395,705,838,70,2023-10-21,4,289.10
1396,705,838,170,2023-10-21,3,368.98
1397,706,831,20,2024-12-29,1,167.06
1398,706,831,39,2024-12-29,2,205.98
1399,707,152,115,2024-02-04,4,262.37
1400,707,152,18,2024-02-04,1,39.45
1401,708,438,72,2025-01-14,2,148.15
1402,708,438,24,2025-01-14,3,229.21
1403,708,438,33,2025-01-14,2,35.88
1404,709,362,127,2023-11-23,4,191.09
1405,709,362,124,2023-11-23,4,475.48
1406,710,813,86,2024-10-13,2,331.27
1407,710,813,168,2024-10-13,2,317.15
1408,710,813,99,2024-10-13,4,202.37
1409,711,510,137,2024-07-05,4,478.01
1410,711,510,137,2024-07-05,5,478.01
1411,711,510,59,2024-07-05,4,286.22
1412,712,595,108,2025-01-02,5,478.30
1413,713,796,192,2024-12-11,2,409.80
1414,713,796,180,2024-12-11,1,404.51
1415,713,796,61,2024-12-11,3,481.05
1416,714,209,5,2025-05-21,3,123.08
1417,715,486,29,2023-05-17,1,360.30
1418,715,486,90,2023-05-17,3,174.70
1419,715,486,200,2023-05-17,2,140.57
1420,716,472,142,2023-05-28,4,76.21
1421,716,472,63,2023-05-28,2,235.13
1422,717,58,36,2025-02-03,1,433.50
1423,718,721,97,2023-05-27,1,378.95
1424,718,721,179,2023-05-27,4,205.72
1425,718,721,96,2023-05-27,1,31.88
1426,719,109,149,2024-11-09,1,328.16
1427,719,109,123,2024-11-09,5,33.15
1428,719,109,41,2024-11-09,1,240.05
1429,720,375,21,2023-05-25,2,49.80
1430,721,13,107,2024-08-05,2,53.19
1431,722,482,36,2025-01-31,5,433.50
1432,723,972,121,2023-11-03,4,129.68
1433,723,972,185,2023-11-03,3,328.64
1434,723,972,114,2023-11-03,1,368.48
1435,724,114,16,2023-06-09,1,411.89
1436,724,114,155,2023-06-09,2,422.79
1437,725,165,102,2023-01-12,4,239.91
1438,725,165,175,2023-01-12,4,252.33
1439,725,165,142,2023-01-12,3,76.21
1440,726,514,182,2023-11-10,2,371.81
1441,726,514,109,2023-11-10,2,307.18
1442,726,514,70,2023-11-10,1,289.10
1443,727,387,191,2023-05-09,2,418.49
1444,727,387,103,2023-05-09,5,267.56
1445,727,387,15,2023-05-09,2,166.05
1446,728,189,191,2025-04-22,5,418.49
1447,728,189,155,2025-04-22,1,422.79
1448,729,480,81,2024-05-03,4,426.46
1449,729,480,98,2024-05-03,2,30.99
1450,729,480,14,2024-05-03,3,61.58
1451,730,435,70,2023-07-19,1,289.10
1452,730,435,27,2023-07-19,1,153.36
1453,730,435,93,2023-07-19,5,386.32
1454,731,29,73,2023-09-03,2,349.04
1455,731,29,139,2023-09-03,1,248.39
1456,732,217,3,2024-09-03,3,397.24
1457,733,565,164,2023-07-26,1,325.65
1458,734,276,146,2023-03-29,5,39.84
1459,735,578,124,2025-03-20,1,475.48
1460,736,323,80,2023-04-06,1,67.77
1461,737,770,102,2023-10-17,5,239.91
1462,737,770,50,2023-10-17,3,430.77
1463,738,744,34,2023-12-31,1,5.41
1464,738,744,85,2023-12-31,4,303.88
1465,739,516,129,2023-04-14,2,130.39
1466,739,516,7,2023-04-14,5,194.98
1467,739,516,98,2023-04-14,4,30.99
1468,740,890,10,2025-05-22,3,285.76
1469,740,890,42,2025-05-22,2,279.92
1470,740,890,175,2025-05-22,4,252.33
1471,741,907,24,2024-10-02,2,229.21
1472,742,827,168,2024-11-28,2,317.15
1473,743,165,133,2024-05-28,5,132.37
1474,743,165,167,2024-05-28,5,349.45
1475,743,165,197,2024-05-28,3,164.18
1476,744,805,87,2023-05-15,3,404.87
1477,744,805,93,2023-05-15,5,386.32
1478,745,41,199,2024-12-30,4,171.06
1479,745,41,62,2024-12-30,2,75.32
1480,746,622,40,2023-03-18,5,274.82
1481,746,622,161,2023-03-18,4,185.84
1482,746,622,25,2023-03-18,1,198.03
1483,747,785,80,2025-06-10,5,67.77
1484,748,511,117,2023-04-07,3,338.03
1485,749,957,42,2023-10-30,1,279.92
1486,750,591,91,2024-01-08,1,483.83
1487,750,591,19,2024-01-08,2,344.32
1488,751,791,67,2024-04-16,4,308.44
1489,751,791,66,2024-04-16,4,343.61
1490,751,791,167,2024-04-16,2,349.45
1491,752,996,125,2024-08-05,1,355.49
1492,753,880,103,2023-10-21,4,267.56
1493,753,880,159,2023-10-21,2,170.04
1494,754,376,160,2024-06-08,3,203.29
1495,754,376,96,2024-06-08,1,31.88
1496,755,424,116,2024-06-02,3,160.06
1497,755,424,175,2024-06-02,1,252.33
1498,755,424,159,2024-06-02,1,170.04
1499,756,810,180,2023-09-08,5,404.51
1500,756,810,3,2023-09-08,2,397.24
1501,756,810,27,2023-09-08,3,153.36
1502,757,163,103,2024-08-06,1,267.56
1503,757,163,58,2024-08-06,4,21.55
1504,758,686,90,2023-04-06,4,174.70
1505,758,686,120,2023-04-06,5,178.99
1506,759,112,47,2023-03-29,1,362.05
1507,759,112,102,2023-03-29,4,239.91
1508,760,412,17,2023-12-03,3,157.47
1509,761,619,55,2024-05-12,4,291.07
1510,761,619,30,2024-05-12,3,495.18
1511,762,40,40,2024-07-12,4,274.82
1512,762,40,38,2024-07-12,2,314.47
1513,763,582,154,2023-02-02,4,241.67
1514,763,582,16,2023-02-02,3,411.89
1515,764,485,14,2023-08-07,2,61.58
1516,764,485,6,2023-08-07,4,276.22
1517,765,259,46,2024-10-12,1,325.94
1518,765,259,37,2024-10-12,1,218.69
1519,766,415,77,2023-03-25,4,329.87
1520,766,415,108,2023-03-25,5,478.30
1521,767,686,48,2023-09-23,1,330.66
1522,768,917,88,2024-03-14,3,392.34
1523,769,204,108,2023-12-24,4,478.30
1524,770,549,42,2024-12-06,4,279.92
1525,770,549,91,2024-12-06,5,483.83
1526,771,843,144,2023-01-11,5,456.73
1527,771,843,51,2023-01-11,1,313.50
1528,772,684,158,2024-08-15,2,64.99
1529,772,684,83,2024-08-15,3,141.22
1530,772,684,4,2024-08-15,2,203.39
1531,773,957,128,2023-06-01,3,448.51
1532,773,957,30,2023-06-01,4,495.18
1533,774,534,1,2025-01-09,4,205.80
1534,774,534,33,2025-01-09,4,35.88
1535,775,993,25,2024-08-15,1,198.03
1536,775,993,56,2024-08-15,2,357.49
1537,775,993,108,2024-08-15,5,478.30
1538,776,616,56,2024-01-22,3,357.49
1539,777,976,174,2023-07-15,5,397.40
1540,778,380,94,2025-04-13,1,332.02
1541,779,919,129,2023-11-11,1,130.39
1542,779,919,180,2023-11-11,4,404.51
1543,780,467,106,2024-02-28,3,481.06
1544,780,467,91,2024-02-28,5,483.83
1545,780,467,110,2024-02-28,5,170.80
1546,781,117,118,2023-06-30,4,10.91
1547,781,117,96,2023-06-30,2,31.88
1548,782,610,139,2023-06-16,4,248.39
1549,782,610,98,2023-06-16,3,30.99
1550,782,610,169,2023-06-16,4,245.81
1551,783,291,159,2024-12-19,1,170.04
1552,783,291,23,2024-12-19,1,379.74
1553,783,291,23,2024-12-19,1,379.74
1554,784,955,27,2024-02-26,4,153.36
1555,784,955,192,2024-02-26,5,409.80
1556,784,955,140,2024-02-26,1,307.09
1557,785,455,149,2024-05-30,1,328.16
1558,785,455,171,2024-05-30,3,22.66
1559,785,455,108,2024-05-30,2,478.30
1560,786,796,142,2024-04-10,4,76.21
1561,787,201,121,2025-05-26,1,129.68
1562,788,991,119,2025-03-23,4,265.00
1563,788,991,166,2025-03-23,4,332.05
1564,789,963,58,2024-01-19,5,21.55
1565,790,275,169,2025-06-19,3,245.81
1566,790,275,79,2025-06-19,4,146.96
1567,791,248,107,2023-01-05,1,53.19
1568,791,248,4,2023-01-05,1,203.39
1569,791,248,40,2023-01-05,3,274.82
1570,792,840,154,2025-01-29,3,241.67
1571,792,840,86,2025-01-29,2,331.27
1572,792,840,147,2025-01-29,4,389.72
1573,793,570,50,2024-02-05,5,430.77
1574,794,403,14,2025-04-28,5,61.58
1575,794,403,110,2025-04-28,2,170.80
1576,794,403,163,2025-04-28,4,381.41
1577,795,178,82,2024-02-17,5,129.76
1578,795,178,41,2024-02-17,4,240.05
1579,795,178,60,2024-02-17,1,61.01
1580,796,821,130,2023-05-10,1,331.93
1581,796,821,162,2023-05-10,5,44.82
1582,796,821,101,2023-05-10,3,192.99
1583,797,163,53,2023-11-27,1,195.42
1584,797,163,24,2023-11-27,1,229.21
1585,797,163,112,2023-11-27,1,328.89
1586,798,789,40,2024-08-30,1,274.82
1587,798,789,159,2024-08-30,5,170.04
1588,798,789,21,2024-08-30,5,49.80
1589,799,26,188,2025-01-30,2,12.10
1590,799,26,117,2025-01-30,3,338.03
1591,800,246,57,2024-10-30,3,208.35
1592,801,549,63,2025-05-10,4,235.13
1593,802,676,71,2023-02-22,1,213.39
1594,802,676,37,2023-02-22,1,218.69
1595,803,594,27,2025-06-06,1,153.36
1596,803,594,118,2025-06-06,5,10.91
1597,803,594,32,2025-06-06,1,424.57
1598,804,290,47,2023-09-26,1,362.05
1599,805,507,93,2025-05-14,2,386.32
1600,806,104,6,2024-05-17,4,276.22
1601,806,104,19,2024-05-17,4,344.32
1602,807,79,176,2023-08-04,4,483.44
1603,807,79,97,2023-08-04,3,378.95
1604,807,79,163,2023-08-04,4,381.41
1605,808,185,3,2023-11-02,2,397.24
1606,809,581,156,2024-10-08,1,272.35
1607,809,581,31,2024-10-08,3,307.68
1608,809,581,89,2024-10-08,4,245.02
1609,810,615,2,2024-07-13,2,166.30
1610,810,615,134,2024-07-13,3,142.25
1611,810,615,32,2024-07-13,2,424.57
1612,811,31,6,2024-07-02,5,276.22
1613,811,31,132,2024-07-02,2,385.82
1614,811,31,56,2024-07-02,3,357.49
1615,812,921,8,2023-08-11,3,108.07
1616,813,226,187,2023-03-27,2,125.12
1617,814,281,52,2024-05-08,1,257.15
1618,814,281,90,2024-05-08,5,174.70
1619,815,302,191,2024-04-23,4,418.49
1620,815,302,112,2024-04-23,5,328.89
1621,815,302,103,2024-04-23,2,267.56
1622,816,178,176,2023-07-22,3,483.44
1623,816,178,101,2023-07-22,1,192.99
1624,817,813,151,2025-02-23,3,136.88
1625,817,813,43,2025-02-23,2,420.77
1626,817,813,185,2025-02-23,4,328.64
1627,818,905,109,2024-04-01,5,307.18
1628,818,905,192,2024-04-01,3,409.80
1629,819,638,156,2023-04-21,4,272.35
1630,819,638,110,2023-04-21,2,170.80
1631,820,362,162,2024-01-18,1,44.82
1632,820,362,116,2024-01-18,2,160.06
1633,820,362,9,2024-01-18,5,393.23
1634,821,601,76,2024-02-24,5,291.17
1635,821,601,166,2024-02-24,5,332.05
1636,822,408,30,2023-01-31,2,495.18
1637,822,408,83,2023-01-31,4,141.22
1638,823,367,19,2023-09-09,2,344.32
1639,824,381,38,2024-01-16,3,314.47
1640,824,381,32,2024-01-16,1,424.57
1641,824,381,82,2024-01-16,1,129.76
1642,825,337,120,2023-08-07,5,178.99
1643,825,337,83,2023-08-07,2,141.22
1644,825,337,144,2023-08-07,1,456.73
1645,826,291,55,2024-09-08,5,291.07
1646,826,291,56,2024-09-08,1,357.49
1647,827,285,156,2025-01-03,1,272.35
1648,827,285,147,2025-01-03,4,389.72
1649,827,285,175,2025-01-03,4,252.33
1650,828,833,51,2023-11-24,2,313.50
1651,828,833,13,2023-11-24,4,370.98
1652,829,48,108,2023-10-09,1,478.30
1653,829,48,32,2023-10-09,4,424.57
1654,830,616,152,2023-12-01,4,452.78
1655,831,591,73,2023-01-22,1,349.04
1656,832,803,148,2025-05-26,1,448.76
1657,832,803,119,2025-05-26,3,265.00
1658,832,803,34,2025-05-26,4,5.41
1659,833,918,136,2024-06-30,1,497.99
1660,834,661,18,2023-01-17,4,39.45
1661,834,661,25,2023-01-17,4,198.03
1662,835,309,82,2023-10-09,3,129.76
1663,835,309,103,2023-10-09,1,267.56
1664,835,309,143,2023-10-09,3,113.09
1665,836,628,101,2023-02-18,3,192.99
1666,836,628,179,2023-02-18,4,205.72
1667,837,870,32,2024-10-18,3,424.57
1668,837,870,159,2024-10-18,1,170.04
1669,838,230,3,2023-02-18,2,397.24
1670,839,331,177,2025-06-01,4,23.33
1671,840,175,49,2023-04-01,3,46.90
1672,841,6,14,2024-12-05,3,61.58
1673,841,6,12,2024-12-05,1,90.67
1674,841,6,13,2024-12-05,3,370.98
1675,842,271,177,2023-12-04,5,23.33
1676,843,277,44,2024-12-16,2,147.78
1677,843,277,150,2024-12-16,4,466.77
1678,844,130,38,2023-11-23,5,314.47
1679,845,653,172,2024-04-02,1,361.26
1680,845,653,134,2024-04-02,5,142.25
1681,846,592,170,2024-05-04,4,368.98
1682,847,330,188,2025-03-02,4,12.10
1683,847,330,58,2025-03-02,1,21.55
1684,848,785,183,2023-10-31,1,462.77
1685,848,785,91,2023-10-31,5,483.83
1686,849,676,189,2024-10-24,2,452.80
1687,850,80,127,2023-03-18,1,191.09
1688,850,80,55,2023-03-18,1,291.07
1689,850,80,172,2023-03-18,2,361.26
1690,851,839,49,2024-01-30,4,46.90
1691,851,839,27,2024-01-30,3,153.36
1692,852,834,195,2024-08-27,5,215.96
1693,853,880,195,2023-11-17,3,215.96
1694,853,880,182,2023-11-17,4,371.81
1695,853,880,168,2023-11-17,2,317.15
1696,854,109,57,2023-05-14,3,208.35
1697,854,109,99,2023-05-14,4,202.37
1698,854,109,159,2023-05-14,5,170.04
1699,855,799,49,2024-02-14,1,46.90
1700,856,434,176,2023-06-18,3,483.44
1701,856,434,148,2023-06-18,1,448.76
1702,857,473,28,2025-06-16,1,459.65
1703,858,17,48,2024-04-16,3,330.66
1704,859,488,136,2024-11-08,4,497.99
1705,860,272,141,2023-05-02,1,324.50
1706,860,272,91,2023-05-02,4,483.83
1707,861,155,129,2024-02-11,4,130.39
1708,862,342,113,2023-02-24,3,233.24
1709,862,342,95,2023-02-24,1,109.36
1710,862,342,13,2023-02-24,4,370.98
1711,863,951,50,2024-03-08,3,430.77
1712,863,951,49,2024-03-08,4,46.90
1713,863,951,46,2024-03-08,5,325.94
1714,864,543,127,2024-09-14,5,191.09
1715,864,543,111,2024-09-14,1,402.14
1716,865,52,64,2024-10-23,1,264.05
1717,865,52,57,2024-10-23,1,208.35
1718,865,52,14,2024-10-23,1,61.58
1719,866,273,17,2023-09-02,5,157.47
1720,866,273,26,2023-09-02,3,101.84
1721,866,273,58,2023-09-02,5,21.55
1722,867,734,101,2024-02-19,4,192.99
1723,867,734,26,2024-02-19,2,101.84
1724,867,734,188,2024-02-19,3,12.10
1725,868,211,53,2023-06-25,3,195.42
1726,868,211,164,2023-06-25,3,325.65
1727,869,611,188,2023-10-22,1,12.10
1728,869,611,25,2023-10-22,2,198.03
1729,869,611,129,2023-10-22,5,130.39
1730,870,757,177,2023-11-09,2,23.33
1731,870,757,44,2023-11-09,3,147.78
1732,871,72,48,2023-06-20,3,330.66
1733,871,72,117,2023-06-20,2,338.03
1734,871,72,4,2023-06-20,4,203.39
1735,872,343,46,2023-01-22,3,325.94
1736,872,343,20,2023-01-22,2,167.06
1737,873,779,3,2025-05-23,5,397.24
1738,873,779,91,2025-05-23,4,483.83
1739,873,779,150,2025-05-23,1,466.77
1740,874,895,121,2023-09-11,1,129.68
1741,874,895,12,2023-09-11,1,90.67
1742,875,697,59,2023-10-25,5,286.22
1743,875,697,129,2023-10-25,2,130.39
1744,875,697,194,2023-10-25,2,36.23
1745,876,103,189,2023-11-08,3,452.80
1746,877,503,90,2025-01-22,5,174.70
1747,877,503,66,2025-01-22,4,343.61
1748,878,374,4,2024-04-14,3,203.39
1749,878,374,78,2024-04-14,3,405.39
1750,879,794,153,2024-11-10,4,260.10
1751,879,794,29,2024-11-10,3,360.30
1752,879,794,176,2024-11-10,5,483.44
1753,880,656,38,2023-01-22,4,314.47
1754,880,656,57,2023-01-22,2,208.35
1755,880,656,92,2023-01-22,4,419.61
1756,881,251,190,2024-08-14,4,230.80
1757,882,212,23,2025-02-01,2,379.74
1758,882,212,97,2025-02-01,1,378.95
1759,883,899,174,2024-10-03,5,397.40
1760,883,899,116,2024-10-03,5,160.06
1761,884,272,90,2024-11-26,3,174.70
1762,885,604,71,2024-03-03,3,213.39
1763,885,604,49,2024-03-03,1,46.90
1764,886,533,88,2024-12-19,5,392.34
1765,886,533,32,2024-12-19,4,424.57
1766,886,533,117,2024-12-19,5,338.03
1767,887,296,3,2023-04-23,4,397.24
1768,887,296,176,2023-04-23,2,483.44
1769,888,698,134,2023-06-03,3,142.25
1770,888,698,160,2023-06-03,5,203.29
1771,889,167,125,2023-11-07,3,355.49
1772,889,167,17,2023-11-07,3,157.47
1773,889,167,4,2023-11-07,4,203.39
1774,890,223,152,2023-10-17,1,452.78
1775,891,501,2,2023-11-10,4,166.30
1776,892,677,1,2025-05-04,1,205.80
1777,892,677,65,2025-05-04,2,126.38
1778,893,900,129,2023-10-18,5,130.39
1779,893,900,40,2023-10-18,1,274.82
1780,894,278,188,2023-05-27,2,12.10
1781,894,278,111,2023-05-27,5,402.14
1782,894,278,21,2023-05-27,3,49.80
1783,895,33,91,2024-04-29,2,483.83
1784,896,653,109,2024-01-31,4,307.18
1785,896,653,26,2024-01-31,3,101.84
1786,896,653,78,2024-01-31,5,405.39
1787,897,178,112,2024-07-31,3,328.89
1788,897,178,149,2024-07-31,2,328.16
1789,898,787,65,2023-07-24,2,126.38
1790,898,787,107,2023-07-24,5,53.19
1791,898,787,52,2023-07-24,3,257.15
1792,899,88,146,2023-11-01,4,39.84
1793,899,88,140,2023-11-01,2,307.09
1794,900,802,112,2025-06-15,1,328.89
1795,900,802,36,2025-06-15,5,433.50
1796,901,711,129,2023-11-17,3,130.39
1797,901,711,120,2023-11-17,3,178.99
1798,902,478,106,2024-03-06,4,481.06
1799,902,478,8,2024-03-06,5,108.07
1800,903,981,108,2025-02-24,1,478.30
1801,904,630,63,2023-11-06,5,235.13
1802,905,383,159,2023-05-11,5,170.04
1803,905,383,145,2023-05-11,3,56.12
1804,905,383,14,2023-05-11,4,61.58
1805,906,413,2,2024-11-17,4,166.30
1806,907,472,14,2025-05-09,1,61.58
1807,907,472,15,2025-05-09,3,166.05
1808,907,472,167,2025-05-09,1,349.45
1809,908,609,75,2023-04-10,5,35.39
1810,908,609,124,2023-04-10,3,475.48
1811,909,125,150,2025-01-28,5,466.77
1812,910,735,180,2023-02-24,2,404.51
1813,910,735,133,2023-02-24,2,132.37
1814,910,735,144,2023-02-24,4,456.73
1815,911,229,164,2024-11-22,2,325.65
1816,912,644,185,2023-11-15,1,328.64
1817,912,644,125,2023-11-15,5,355.49
1818,913,206,18,2023-04-28,1,39.45
1819,913,206,40,2023-04-28,5,274.82
1820,913,206,31,2023-04-28,5,307.68
1821,914,254,27,2023-07-29,4,153.36
1822,915,853,114,2024-06-01,4,368.48
1823,916,949,77,2023-05-05,4,329.87
1824,917,189,61,2025-04-19,5,481.05
1825,917,189,67,2025-04-19,5,308.44
1826,918,450,169,2025-05-29,5,245.81
1827,918,450,32,2025-05-29,4,424.57
1828,918,450,38,2025-05-29,1,314.47
1829,919,146,191,2025-04-18,2,418.49
1830,920,524,180,2025-01-29,5,404.51
1831,921,488,75,2024-05-06,3,35.39
1832,922,103,127,2024-08-25,3,191.09
1833,922,103,171,2024-08-25,3,22.66
1834,922,103,101,2024-08-25,4,192.99
1835,923,820,119,2023-04-20,4,265.00
1836,923,820,109,2023-04-20,2,307.18
1837,923,820,8,2023-04-20,3,108.07
1838,924,124,100,2024-07-31,1,240.74
1839,924,124,149,2024-07-31,3,328.16
1840,925,661,169,2024-10-28,5,245.81
1841,926,44,36,2023-12-30,4,433.50
1842,926,44,186,2023-12-30,4,454.04
1843,927,10,92,2023-06-12,5,419.61
1844,927,10,129,2023-06-12,2,130.39
1845,928,925,135,2024-12-24,4,194.48
1846,928,925,132,2024-12-24,1,385.82
1847,929,672,91,2023-06-05,5,483.83
1848,930,471,36,2025-01-02,3,433.50
1849,930,471,196,2025-01-02,3,165.49
1850,931,70,166,2025-05-09,4,332.05
1851,931,70,97,2025-05-09,4,378.95
1852,932,675,148,2023-07-04,5,448.76
1853,932,675,199,2023-07-04,5,171.06
1854,932,675,67,2023-07-04,2,308.44
1855,933,332,149,2024-08-25,3,328.16
1856,933,332,150,2024-08-25,5,466.77
1857,933,332,104,2024-08-25,1,10.86
1858,934,31,188,2025-05-22,2,12.10
1859,935,99,28,2024-11-12,4,459.65
1860,936,488,195,2023-11-28,2,215.96
1861,936,488,198,2023-11-28,2,383.28
1862,936,488,27,2023-11-28,2,153.36
1863,937,914,194,2024-01-29,4,36.23
1864,937,914,17,2024-01-29,1,157.47
1865,937,914,157,2024-01-29,3,195.28
1866,938,39,192,2025-05-17,1,409.80
1867,939,782,156,2024-01-19,1,272.35
1868,939,782,45,2024-01-19,3,71.46
1869,940,716,97,2024-04-05,2,378.95
1870,941,588,52,2024-07-23,2,257.15
1871,941,588,65,2024-07-23,4,126.38
1872,941,588,113,2024-07-23,3,233.24
1873,942,207,42,2025-01-29,4,279.92
1874,943,829,50,2025-03-19,1,430.77
1875,943,829,150,2025-03-19,1,466.77
1876,943,829,162,2025-03-19,1,44.82
1877,944,35,36,2025-04-09,1,433.50
1878,945,793,146,2024-02-22,5,39.84
1879,945,793,19,2024-02-22,3,344.32
1880,946,699,187,2025-01-17,5,125.12
1881,947,195,54,2025-05-02,5,96.96
1882,947,195,122,2025-05-02,5,16.72
1883,948,366,144,2024-09-25,2,456.73
1884,948,366,18,2024-09-25,4,39.45
1885,949,641,19,2024-01-21,5,344.32
1886,949,641,21,2024-01-21,2,49.80
1887,950,306,31,2023-04-14,4,307.68
1888,950,306,60,2023-04-14,1,61.01
1889,950,306,154,2023-04-14,5,241.67
1890,951,24,75,2023-08-18,3,35.39
1891,951,24,100,2023-08-18,3,240.74
1892,952,894,41,2025-06-11,3,240.05
1893,953,548,62,2024-08-12,5,75.32
1894,954,513,103,2023-11-16,5,267.56
1895,954,513,15,2023-11-16,5,166.05
1896,954,513,179,2023-11-16,1,205.72
1897,955,483,168,2023-09-27,1,317.15
1898,955,483,9,2023-09-27,3,393.23
1899,955,483,108,2023-09-27,3,478.30
1900,956,343,196,2025-06-28,1,165.49
1901,957,210,188,2024-07-14,3,12.10
1902,958,935,16,2025-06-18,2,411.89
1903,958,935,127,2025-06-18,1,191.09
1904,958,935,145,2025-06-18,5,56.12
1905,959,856,10,2025-02-22,3,285.76
1906,959,856,19,2025-02-22,4,344.32
1907,959,856,154,2025-02-22,5,241.67
1908,960,909,123,2024-07-18,2,33.15
1909,961,741,27,2023-02-12,1,153.36
1910,961,741,128,2023-02-12,5,448.51
1911,962,666,111,2023-12-25,4,402.14
1912,963,801,59,2025-05-20,1,286.22
1913,963,801,15,2025-05-20,1,166.05
1914,964,548,98,2024-09-14,1,30.99
1915,965,494,100,2023-02-23,4,240.74
1916,965,494,179,2023-02-23,2,205.72
1917,965,494,111,2023-02-23,4,402.14
1918,966,142,113,2023-04-29,1,233.24
1919,966,142,158,2023-04-29,3,64.99
1920,966,142,91,2023-04-29,2,483.83
1921,967,448,61,2023-03-01,2,481.05
1922,967,448,24,2023-03-01,5,229.21
1923,968,233,192,2024-02-27,5,409.80
1924,969,47,4,2025-04-01,2,203.39
1925,969,47,15,2025-04-01,1,166.05
1926,969,47,15,2025-04-01,2,166.05
1927,970,185,12,2023-10-17,3,90.67
1928,970,185,90,2023-10-17,5,174.70
1929,971,912,75,2023-09-08,2,35.39
1930,971,912,156,2023-09-08,4,272.35
1931,971,912,123,2023-09-08,1,33.15
1932,972,79,65,2023-03-20,5,126.38
1933,972,79,53,2023-03-20,4,195.42
1934,972,79,181,2023-03-20,3,470.33
1935,973,455,78,2024-12-31,3,405.39
1936,974,300,168,2025-06-08,2,317.15
1937,974,300,135,2025-06-08,3,194.48
1938,974,300,82,2025-06-08,5,129.76
1939,975,107,89,2023-02-25,4,245.02
1940,975,107,181,2023-02-25,5,470.33
1941,975,107,125,2023-02-25,3,355.49
1942,976,209,134,2023-05-21,2,142.25
1943,977,760,54,2024-07-20,1,96.96
1944,977,760,96,2024-07-20,2,31.88
1945,978,241,113,2024-12-16,4,233.24
1946,979,22,9,2024-05-25,3,393.23
1947,980,603,77,2024-01-29,1,329.87
